ID,Mockup ID,Created at,Updated at,Packaging ID,Product ID,Sock pair ID,Created on,Mockup version,Quantity,Manufacturing shipment ID,Finishing item ID,Manufacturing ID,Vendor ID,Finisher ID,Production deadline,Product info ID,Paired SKU,Kit number,Bundle ID
45465,,2023-04-27T18:31:54.777Z,2023-05-02T14:42:41.502Z,80779,,,2023-04-27,,50,18500,,41249,11,2,2023-04-28,35,,1,32990
45467,,2023-04-27T18:31:54.817Z,2023-05-02T14:42:41.829Z,80779,,,2023-04-27,,500,18501,,41249,11,2,2023-04-28,35,,1,32990
45466,155718,2023-04-27T18:31:54.805Z,2023-04-27T21:57:30.675Z,,,,2023-04-27,4,500,18501,,41027,3,2,2023-05-03,2,,1,32990
45468,35136,2023-04-27T18:40:59.910Z,2023-04-27T18:45:53.565Z,,,,2023-04-27,3,900,18502,,41029,1,3,2023-04-28,2,,1,32901
45469,,2023-04-27T18:40:59.916Z,2023-04-27T18:45:53.659Z,19433,,,2023-04-27,,900,18502,,41030,6,3,2023-04-28,35,,1,32901
45470,35192,2023-04-27T19:03:46.588Z,2023-04-27T19:03:46.866Z,,,,2023-04-27,1,300,18503,,41031,3,2,2023-05-01,2,,1,32992
45471,,2023-04-27T19:03:46.594Z,2023-04-27T19:03:46.983Z,20344,,,2023-04-27,,300,18503,,41032,11,2,2023-04-28,35,,1,32992
45422,161598,2023-04-27T13:25:16.860Z,2023-04-27T13:25:17.150Z,,,,2023-04-27,1,500,18481,,40991,1,3,2023-05-01,2,,1,32965
45430,131146,2023-04-27T13:51:45.432Z,2023-04-27T13:51:45.840Z,,,,2023-04-27,1,124,18485,,40995,1,3,2023-04-28,2,,1,32902
45473,,2023-04-27T19:23:42.104Z,2023-04-27T19:23:42.104Z,,,,2023-04-27,,30,18504,4,,,,,,,1,32980
45462,155718,2023-04-27T18:31:54.721Z,2023-04-27T21:55:08.770Z,,,,2023-04-27,4,50,18499,,41066,3,2,2023-05-01,2,,1,32990
45431,,2023-04-27T13:51:45.437Z,2023-04-27T13:51:45.936Z,69159,,,2023-04-27,,124,18485,,40996,11,3,2023-04-28,35,,1,32902
45464,155718,2023-04-27T18:31:54.770Z,2023-04-27T21:55:09.173Z,,,,2023-04-27,4,50,18500,,41066,3,2,2023-05-01,2,,1,32990
45437,,2023-04-27T14:17:14.545Z,2023-04-27T14:17:14.545Z,,,,2023-04-27,,2,18488,4,,,,,,,1,32898
45432,155012,2023-04-27T13:57:07.385Z,2023-04-27T13:57:07.716Z,,,,2023-04-27,2,200,18486,,40997,3,2,2023-05-01,114,,1,32863
45478,161071,2023-04-27T20:02:10.136Z,2023-04-27T20:05:09.022Z,,,,2023-04-27,2,30,18507,,41039,1,3,2023-05-05,2,,1,32994
45443,,2023-04-27T14:40:58.918Z,2023-04-27T14:40:58.918Z,,,,2023-04-27,,29,18491,4,,,,,,,2,
45433,,2023-04-27T13:57:07.391Z,2023-04-27T13:57:07.837Z,66825,,,2023-04-27,,200,18486,,40998,11,2,2023-04-28,35,,1,32863
45434,157347,2023-04-27T14:08:21.450Z,2023-04-27T14:08:21.794Z,,,,2023-04-27,1,200,18487,,41001,1,3,2023-04-28,2,,1,32976
45435,,2023-04-27T14:08:21.455Z,2023-04-27T14:08:21.887Z,80486,,,2023-04-27,,200,18487,,41002,11,3,2023-04-28,35,,1,32976
45436,152350,2023-04-27T14:17:14.538Z,2023-04-27T14:21:51.251Z,,,,2023-04-27,4,2,18488,,41009,3,2,2023-04-28,2,,1,32898
45441,,2023-04-27T14:29:14.181Z,2023-04-27T14:29:14.181Z,,,,2023-04-27,,30,18490,4,,,,,,,1,32977
45479,,2023-04-27T20:02:10.142Z,2023-04-27T20:05:09.106Z,83155,,,2023-04-27,,30,18507,,41040,11,3,2023-05-02,35,,1,32994
45480,,2023-04-27T20:02:10.149Z,2023-04-27T20:05:09.185Z,,29606,,2023-04-27,,60,18507,,41041,1,3,2023-05-09,118,,2,32993
45481,,2023-04-27T20:02:10.155Z,2023-04-27T20:05:09.267Z,83154,,,2023-04-27,,60,18507,,41042,11,3,2023-05-02,35,,2,32993
45482,,2023-04-27T20:02:10.161Z,2023-04-27T20:05:09.346Z,,29609,,2023-04-27,,60,18507,,41043,1,3,2023-05-09,118,,3,32996
45438,161365,2023-04-27T14:25:15.551Z,2023-04-27T14:32:21.398Z,,,,2023-04-27,1,120,18489,,41010,4,7,2023-05-02,2,,1,32937
45483,,2023-04-27T20:02:10.166Z,2023-04-27T20:05:09.422Z,83154,,,2023-04-27,,60,18507,,41042,11,3,2023-05-02,35,,3,32996
45472,160858,2023-04-27T19:23:42.098Z,2023-04-27T20:30:54.003Z,,,,2023-04-27,2,30,18504,,41044,1,3,2023-05-04,2,,1,32980
45484,149140,2023-04-27T20:03:36.312Z,2023-04-27T20:03:36.784Z,,,,2023-04-27,3,190,18508,,41036,4,7,2023-05-02,2,,1,32999
45439,,2023-04-27T14:25:15.557Z,2023-04-27T14:32:21.526Z,83284,,,2023-04-27,,120,18489,,41011,11,7,2023-04-28,35,,1,32937
45440,161534,2023-04-27T14:29:14.175Z,2023-04-27T14:41:05.647Z,,,,2023-04-27,1,30,18490,,41012,1,3,2023-05-04,2,,1,32977
45442,161534,2023-04-27T14:40:58.910Z,2023-04-27T14:41:05.721Z,,,,2023-04-27,1,29,18491,,41012,1,3,2023-05-04,2,,2,
45615,52551,2023-04-28T19:07:11.234Z,2023-04-28T19:07:11.859Z,,,,2023-04-28,1,120,18557,,41128,1,3,2023-05-02,2,,2,32703
45647,,2023-04-28T23:37:18.703Z,2023-05-02T19:23:42.944Z,83134,,,2023-04-28,,2,18572,,41297,11,2,2023-05-01,35,,1,33087
45645,,2023-04-28T22:24:33.133Z,2023-04-28T22:24:33.533Z,83679,,,2023-04-28,,200,18571,,41153,11,2,2023-05-01,36,,1,33079
45644,156435,2023-04-28T22:24:33.128Z,2023-04-28T22:24:33.443Z,,,,2023-04-28,2,200,18571,,41152,3,2,2023-05-02,5,,1,33079
45643,,2023-04-28T22:00:42.549Z,2023-04-28T22:23:12.894Z,83674,,,2023-04-28,,430,18570,,41151,6,3,2023-05-01,35,,1,33059
45641,,2023-04-28T21:57:27.063Z,2023-04-28T21:58:39.284Z,83504,,,2023-04-28,,60,18569,,41149,11,3,2023-05-02,35,,1,33081
45640,162242,2023-04-28T21:57:27.056Z,2023-04-28T21:58:39.093Z,,,,2023-04-28,1,60,18569,,41148,1,3,2023-05-04,114,,1,33081
45634,,2023-04-28T20:27:08.182Z,2023-04-28T20:34:11.672Z,83344,,,2023-04-28,,120,18565,,41145,11,7,2023-05-01,35,,1,33055
45633,161538,2023-04-28T20:27:08.176Z,2023-04-28T20:34:11.564Z,,,,2023-04-28,1,120,18565,,41144,4,7,2023-05-01,2,,1,33055
45636,,2023-04-28T20:32:58.106Z,2023-04-28T20:33:33.362Z,82617,,,2023-04-28,,2,18566,,41143,11,7,2023-05-01,35,,1,33049
45635,159722,2023-04-28T20:32:58.100Z,2023-04-28T20:33:33.265Z,,,,2023-04-28,1,2,18566,,41142,4,7,2023-05-03,2,,1,33049
45631,159684,2023-04-28T20:18:03.297Z,2023-04-28T20:33:10.893Z,,,,2023-04-28,1,50,18564,,41141,3,2,2023-05-05,2,,1,33036
45646,,2023-04-28T23:37:18.697Z,2023-05-02T19:23:42.698Z,,29623,,2023-04-28,,2,18572,,41296,3,2,2023-05-03,64,,1,33087
45638,62821,2023-04-28T21:10:03.711Z,2023-04-28T21:12:34.801Z,,,,2023-04-28,1,400,18568,,41146,3,2,2023-05-23,2,,1,33066
45642,162050,2023-04-28T22:00:42.536Z,2023-04-28T22:23:12.791Z,,,,2023-04-28,1,430,18570,,41150,1,3,2023-05-02,2,,1,33059
45622,,2023-04-28T19:49:22.523Z,2023-04-28T19:54:38.759Z,80647,,,2023-04-28,,6,18560,,41135,11,3,2023-05-03,35,,1,33027
45621,156212,2023-04-28T19:49:22.515Z,2023-04-28T19:54:38.696Z,,,,2023-04-28,3,6,18560,,41136,1,3,2023-05-24,114,,1,33027
45620,,2023-04-28T19:49:22.482Z,2023-04-28T19:54:38.609Z,80647,,,2023-04-28,,700,18559,,41135,11,3,2023-05-03,35,,1,33027
45619,156212,2023-04-28T19:49:22.476Z,2023-04-28T19:54:38.508Z,,,,2023-04-28,3,700,18559,,41134,1,3,2023-05-25,114,,1,33027
45632,,2023-04-28T20:18:03.302Z,2023-04-28T20:18:03.302Z,,,,2023-04-28,,50,18564,4,,,,,,,1,33036
45630,,2023-04-28T20:12:29.995Z,2023-04-28T20:12:30.333Z,83650,,,2023-04-28,,120,18563,,41140,11,3,2023-05-01,35,,1,33068
45629,144339,2023-04-28T20:12:29.989Z,2023-04-28T20:12:30.254Z,,,,2023-04-28,5,120,18563,,41139,1,3,2023-05-02,2,,1,33068
45613,52552,2023-04-28T19:07:11.213Z,2023-04-28T19:07:11.673Z,,,,2023-04-28,1,120,18557,,41126,1,3,2023-05-02,2,,1,32702
45626,,2023-04-28T19:54:07.843Z,2023-04-28T19:54:08.477Z,56451,,,2023-04-28,,60,18561,,41132,11,7,2023-05-01,35,,2,33062
45625,106533,2023-04-28T19:54:07.836Z,2023-04-28T19:54:08.399Z,,,,2023-04-28,1,60,18561,,41133,4,7,2023-05-02,2,,2,33062
45624,,2023-04-28T19:54:07.827Z,2023-04-28T19:54:08.299Z,56451,,,2023-04-28,,180,18561,,41132,11,7,2023-05-01,35,,1,33061
45623,104736,2023-04-28T19:54:07.819Z,2023-04-28T19:54:08.183Z,,,,2023-04-28,4,180,18561,,41131,4,7,2023-05-02,2,,1,33061
45628,,2023-04-28T20:06:08.432Z,2023-04-28T20:06:08.946Z,82478,,,2023-04-28,,500,18562,,41137,6,2,2023-05-02,35,,1,
45627,151381,2023-04-28T20:06:08.423Z,2023-04-28T20:06:08.869Z,,,,2023-04-28,1,500,18562,,41138,3,2,2023-05-08,2,,1,
45637,,2023-04-28T20:37:04.235Z,2023-05-16T17:17:49.793Z,38187,,,2023-04-28,,5000,18567,,42158,6,3,2023-05-05,35,,,
45611,90722,2023-04-28T18:37:31.598Z,2023-04-28T18:37:31.948Z,,,,2023-04-28,5,250,18556,,41124,4,7,2023-05-02,2,,1,33009
45617,121503,2023-04-28T19:42:32.329Z,2023-04-28T19:42:32.591Z,,,,2023-04-28,8,120,18558,,41130,3,2,2023-05-02,2,,1,33063
45610,,2023-04-28T18:19:23.501Z,2023-04-28T18:19:25.769Z,32112,,,2023-04-28,,50,18555,,41117,11,2,2023-05-01,35,,1,32920
45609,57502,2023-04-28T18:19:23.497Z,2023-04-28T18:19:25.698Z,,,,2023-04-28,1,50,18555,,41118,3,2,2023-05-04,2,,1,32920
45608,,2023-04-28T18:19:23.477Z,2023-04-28T18:19:25.568Z,32112,,,2023-04-28,,150,18554,,41117,11,2,2023-05-01,35,,1,32920
45607,57502,2023-04-28T18:19:23.472Z,2023-04-28T18:19:25.468Z,,,,2023-04-28,1,150,18554,,41116,3,2,2023-05-03,2,,1,32920
45606,,2023-04-28T18:19:23.452Z,2023-04-28T18:19:25.374Z,32112,,,2023-04-28,,75,18553,,41117,11,2,2023-05-01,35,,1,32920
45605,57502,2023-04-28T18:19:23.447Z,2023-04-28T18:19:25.281Z,,,,2023-04-28,1,75,18553,,41116,3,2,2023-05-03,2,,1,32920
45604,,2023-04-28T18:19:23.424Z,2023-04-28T18:19:25.191Z,32112,,,2023-04-28,,100,18552,,41117,11,2,2023-05-01,35,,1,32920
45603,57502,2023-04-28T18:19:23.420Z,2023-04-28T18:19:25.109Z,,,,2023-04-28,1,100,18552,,41116,3,2,2023-05-03,2,,1,32920
45602,,2023-04-28T18:19:23.399Z,2023-04-28T18:19:25.020Z,32112,,,2023-04-28,,150,18551,,41117,11,2,2023-05-01,35,,1,32920
45601,57502,2023-04-28T18:19:23.394Z,2023-04-28T18:19:24.938Z,,,,2023-04-28,1,150,18551,,41116,3,2,2023-05-03,2,,1,32920
45600,,2023-04-28T18:19:23.374Z,2023-04-28T18:19:24.851Z,32112,,,2023-04-28,,30,18550,,41117,11,2,2023-05-01,35,,1,32920
45522,132660,2023-04-28T13:44:30.253Z,2023-04-28T13:50:39.765Z,,,,2023-04-28,3,80,18521,,41076,1,3,2023-05-02,2,,1,32844
45523,,2023-04-28T13:44:30.259Z,2023-04-28T13:50:39.868Z,19954,,,2023-04-28,,80,18521,,41077,11,3,2023-05-01,35,,1,32844
45524,132660,2023-04-28T13:44:30.282Z,2023-04-28T13:50:39.952Z,,,,2023-04-28,3,100,18522,,41076,1,3,2023-05-02,2,,1,32844
45525,,2023-04-28T13:44:30.287Z,2023-04-28T13:50:40.082Z,19954,,,2023-04-28,,100,18522,,41077,11,3,2023-05-01,35,,1,32844
45530,158464,2023-04-28T14:13:55.498Z,2023-04-28T14:13:55.823Z,,,,2023-04-28,1,240,18525,,41078,3,2,2023-05-01,2,,1,32948
45526,132660,2023-04-28T13:44:30.307Z,2023-04-28T13:50:40.198Z,,,,2023-04-28,3,180,18523,,41076,1,3,2023-05-02,2,,1,32844
45527,,2023-04-28T13:44:30.312Z,2023-04-28T13:50:40.357Z,19954,,,2023-04-28,,180,18523,,41077,11,3,2023-05-01,35,,1,32844
45533,,2023-04-28T15:32:36.273Z,2023-04-28T15:32:36.273Z,,,,2023-04-28,,120,18526,4,,,,,,,1,33028
45528,132660,2023-04-28T13:44:30.332Z,2023-04-28T13:50:40.473Z,,,,2023-04-28,3,100,18524,,41076,1,3,2023-05-02,2,,1,32844
45529,,2023-04-28T13:44:30.337Z,2023-04-28T13:50:40.578Z,19954,,,2023-04-28,,100,18524,,41077,11,3,2023-05-01,35,,1,32844
45532,157491,2023-04-28T15:32:36.267Z,2023-04-28T15:32:36.684Z,,,,2023-04-28,3,120,18526,,41079,3,2,2023-05-02,114,,1,33028
45535,,2023-04-28T15:34:54.697Z,2023-04-28T15:34:54.697Z,,,,2023-04-28,,250,18527,4,,,,,,,1,32995
45531,,2023-04-28T14:13:55.503Z,2023-04-28T14:13:55.503Z,,,,2023-04-28,,240,18525,4,,,,,,,1,32948
45537,,2023-04-28T15:40:14.039Z,2023-04-28T15:40:14.039Z,,,,2023-04-28,,292,18528,4,,,,,,,1,33035
45534,100392,2023-04-28T15:34:54.690Z,2023-04-28T15:34:55.079Z,,,,2023-04-28,1,250,18527,,41080,3,2,2023-05-01,2,,1,32995
45536,162040,2023-04-28T15:40:14.032Z,2023-04-28T15:40:14.385Z,,,,2023-04-28,1,292,18528,,41081,4,7,2023-05-02,114,,1,33035
45539,,2023-04-28T15:57:19.339Z,2023-04-28T15:57:19.339Z,,,,2023-04-28,,2,18529,5,,,,,,,1,33040
45540,24743,2023-04-28T15:57:19.423Z,2023-04-28T15:59:30.563Z,,,,2023-04-28,2,60,18530,,41083,4,7,2023-05-04,2,,1,33033
45538,162087,2023-04-28T15:57:19.333Z,2023-04-28T16:37:14.907Z,,,,2023-04-28,1,2,18529,,41094,1,3,2023-05-03,12,,1,33040
45542,122913,2023-04-28T16:11:09.938Z,2023-04-28T16:11:10.235Z,,,,2023-04-28,2,125,18531,,41085,1,3,2023-05-01,2,,1,33041
45543,,2023-04-28T16:11:09.943Z,2023-04-28T16:11:10.338Z,65505,,,2023-04-28,,125,18531,,41086,11,3,2023-05-01,35,,1,33041
45544,122911,2023-04-28T16:11:09.948Z,2023-04-28T16:11:10.439Z,,,,2023-04-28,2,125,18531,,41087,1,3,2023-05-01,2,,2,33042
45545,,2023-04-28T16:11:09.953Z,2023-04-28T16:11:10.518Z,65505,,,2023-04-28,,125,18531,,41086,11,3,2023-05-01,35,,2,33042
45546,155890,2023-04-28T16:12:33.046Z,2023-04-28T16:36:46.712Z,,,,2023-04-28,1,510,18532,,41092,1,3,2023-05-10,2,,1,32989
45547,,2023-04-28T16:12:33.052Z,2023-04-28T16:36:46.836Z,81502,,,2023-04-28,,510,18532,,41093,11,3,2023-05-03,35,,1,32989
45548,155890,2023-04-28T16:12:33.077Z,2023-04-28T16:36:46.946Z,,,,2023-04-28,1,150,18533,,41092,1,3,2023-05-10,2,,1,32989
45549,,2023-04-28T16:12:33.082Z,2023-04-28T16:36:47.078Z,81502,,,2023-04-28,,150,18533,,41093,11,3,2023-05-03,35,,1,32989
45550,155890,2023-04-28T16:12:33.107Z,2023-04-28T16:36:47.210Z,,,,2023-04-28,1,200,18534,,41092,1,3,2023-05-10,2,,1,32989
45551,,2023-04-28T16:12:33.113Z,2023-04-28T16:36:47.332Z,81502,,,2023-04-28,,200,18534,,41093,11,3,2023-05-03,35,,1,32989
45552,155890,2023-04-28T16:12:33.151Z,2023-04-28T16:36:47.457Z,,,,2023-04-28,1,150,18535,,41092,1,3,2023-05-10,2,,1,32989
45553,,2023-04-28T16:12:33.157Z,2023-04-28T16:36:47.589Z,81502,,,2023-04-28,,150,18535,,41093,11,3,2023-05-03,35,,1,32989
45554,155890,2023-04-28T16:12:33.182Z,2023-04-28T16:36:47.721Z,,,,2023-04-28,1,915,18536,,41092,1,3,2023-05-10,2,,1,32989
45555,,2023-04-28T16:12:33.190Z,2023-04-28T16:36:47.853Z,81502,,,2023-04-28,,915,18536,,41093,11,3,2023-05-03,35,,1,32989
45556,155890,2023-04-28T16:12:33.227Z,2023-04-28T16:36:47.977Z,,,,2023-04-28,1,250,18537,,41092,1,3,2023-05-10,2,,1,32989
45557,,2023-04-28T16:12:33.233Z,2023-04-28T16:36:48.086Z,81502,,,2023-04-28,,250,18537,,41093,11,3,2023-05-03,35,,1,32989
45558,122674,2023-04-28T16:19:40.299Z,2023-04-28T16:19:40.581Z,,,,2023-04-28,2,250,18538,,41088,1,3,2023-05-01,2,,1,33004
45559,,2023-04-28T16:19:40.305Z,2023-04-28T16:19:40.694Z,65258,,,2023-04-28,,250,18538,,41089,11,3,2023-05-01,35,,1,33004
45561,,2023-04-28T16:45:39.402Z,2023-04-28T16:45:39.402Z,,,,2023-04-28,,60,18539,4,,,,,,,1,33031
45560,103830,2023-04-28T16:45:39.396Z,2023-04-28T16:45:39.672Z,,,,2023-04-28,1,60,18539,,41096,1,3,2023-05-01,4,,1,33031
45563,,2023-04-28T16:52:03.081Z,2023-04-28T16:52:03.081Z,,,,2023-04-28,,120,18540,4,,,,,,,1,33039
45565,,2023-04-28T16:52:03.090Z,2023-04-28T16:52:03.090Z,,,,2023-04-28,,120,18540,4,,,,,,,2,33038
45567,,2023-04-28T16:52:03.098Z,2023-04-28T16:52:03.098Z,,,,2023-04-28,,120,18540,4,,,,,,,3,32971
45573,,2023-04-28T17:51:28.920Z,2023-08-25T21:26:33.023Z,47008,,,2023-04-28,,15,18543,,47714,6,2,2023-04-06,35,,1,
45562,155828,2023-04-28T16:52:03.075Z,2023-04-28T16:52:03.504Z,,,,2023-04-28,2,120,18540,,41097,3,2,2023-05-04,113,,1,33039
45564,155836,2023-04-28T16:52:03.083Z,2023-04-28T16:52:03.630Z,,,,2023-04-28,2,120,18540,,41098,3,2,2023-05-04,113,,2,33038
45566,155978,2023-04-28T16:52:03.092Z,2023-04-28T16:52:03.746Z,,,,2023-04-28,1,120,18540,,41099,3,2,2023-05-04,113,,3,32971
45574,,2023-04-28T17:51:28.936Z,2023-08-25T21:26:33.120Z,,29428,,2023-04-28,,15,18543,,47718,9,2,2023-05-01,41,,1,
45575,161759,2023-04-28T17:54:31.793Z,2023-04-28T17:54:32.266Z,,,,2023-04-28,2,60,18544,,41108,4,7,2023-05-02,2,,1,33025
45577,161754,2023-04-28T17:54:31.803Z,2023-04-28T17:54:32.363Z,,,,2023-04-28,2,60,18544,,41109,4,7,2023-05-02,2,,2,33026
45579,161755,2023-04-28T17:54:31.814Z,2023-04-28T17:54:32.473Z,,,,2023-04-28,1,60,18544,,41110,4,7,2023-05-02,2,,3,32982
45581,161744,2023-04-28T17:54:31.824Z,2023-04-28T17:54:32.585Z,,,,2023-04-28,1,60,18544,,41111,4,7,2023-05-02,2,,4,32983
45583,161759,2023-04-28T17:54:31.860Z,2023-04-28T17:54:32.668Z,,,,2023-04-28,2,60,18545,,41108,4,7,2023-05-02,2,,1,33025
45585,161754,2023-04-28T17:54:31.868Z,2023-04-28T17:54:32.784Z,,,,2023-04-28,2,60,18545,,41109,4,7,2023-05-02,2,,2,33026
45568,160394,2023-04-28T16:52:45.926Z,2023-04-28T16:52:46.249Z,,,,2023-04-28,1,30,18541,,41100,1,3,2023-05-03,113,,1,33010
45569,,2023-04-28T16:52:45.930Z,2023-04-28T16:52:46.328Z,83561,,,2023-04-28,,30,18541,,41101,11,3,2023-05-01,35,,1,33010
45570,160394,2023-04-28T16:52:45.955Z,2023-04-28T16:52:46.410Z,,,,2023-04-28,1,30,18542,,41100,1,3,2023-05-03,113,,1,33010
45571,,2023-04-28T16:52:45.960Z,2023-04-28T16:52:46.496Z,83561,,,2023-04-28,,30,18542,,41101,11,3,2023-05-01,35,,1,33010
45572,72538,2023-04-28T17:51:28.908Z,2023-04-28T17:51:30.238Z,,,,2023-04-28,4,15,18543,,41106,3,2,2023-04-27,2,,1,
45576,,2023-04-28T17:54:31.800Z,2023-04-28T17:54:31.800Z,,,,2023-04-28,,60,18544,4,,,,,,,1,33025
45578,,2023-04-28T17:54:31.811Z,2023-04-28T17:54:31.811Z,,,,2023-04-28,,60,18544,4,,,,,,,2,33026
45580,,2023-04-28T17:54:31.820Z,2023-04-28T17:54:31.820Z,,,,2023-04-28,,60,18544,4,,,,,,,3,32982
45582,,2023-04-28T17:54:31.835Z,2023-04-28T17:54:31.835Z,,,,2023-04-28,,60,18544,4,,,,,,,4,32983
45584,,2023-04-28T17:54:31.866Z,2023-04-28T17:54:31.866Z,,,,2023-04-28,,60,18545,4,,,,,,,1,33025
45586,,2023-04-28T17:54:31.874Z,2023-04-28T17:54:31.874Z,,,,2023-04-28,,60,18545,4,,,,,,,2,33026
45588,,2023-04-28T17:54:31.884Z,2023-04-28T17:54:31.884Z,,,,2023-04-28,,60,18545,4,,,,,,,3,32982
45590,,2023-04-28T17:54:31.893Z,2023-04-28T17:54:31.893Z,,,,2023-04-28,,60,18545,4,,,,,,,4,32983
45587,161755,2023-04-28T17:54:31.878Z,2023-04-28T17:54:32.909Z,,,,2023-04-28,1,60,18545,,41110,4,7,2023-05-02,2,,3,32982
45589,161744,2023-04-28T17:54:31.887Z,2023-04-28T17:54:33.018Z,,,,2023-04-28,1,60,18545,,41111,4,7,2023-05-02,2,,4,32983
45591,156696,2023-04-28T17:58:04.651Z,2023-04-28T18:11:22.453Z,,,,2023-04-28,2,2,18546,,41112,4,7,2023-05-08,2,,1,33056
45592,,2023-04-28T17:58:04.656Z,2023-04-28T18:11:22.614Z,81162,,,2023-04-28,,2,18546,,41113,11,7,2023-05-03,35,,1,33056
45614,,2023-04-28T19:07:11.224Z,2023-04-28T19:07:11.766Z,68236,,,2023-04-28,,120,18557,,41127,11,3,2023-05-01,35,,1,32702
45616,,2023-04-28T19:07:11.243Z,2023-04-28T19:07:11.948Z,69157,,,2023-04-28,,120,18557,,41129,11,3,2023-05-01,35,,2,32703
45618,,2023-04-28T19:42:32.336Z,2023-04-28T19:42:32.336Z,,,,2023-04-28,,120,18558,4,,,,,,,1,33063
45595,57502,2023-04-28T18:19:23.317Z,2023-04-28T18:19:24.265Z,,,,2023-04-28,1,20,18548,,41116,3,2,2023-05-03,2,,1,32920
45596,,2023-04-28T18:19:23.322Z,2023-04-28T18:19:24.485Z,32112,,,2023-04-28,,20,18548,,41117,11,2,2023-05-01,35,,1,32920
45597,57502,2023-04-28T18:19:23.343Z,2023-04-28T18:19:24.607Z,,,,2023-04-28,1,50,18549,,41116,3,2,2023-05-03,2,,1,32920
45598,,2023-04-28T18:19:23.348Z,2023-04-28T18:19:24.686Z,32112,,,2023-04-28,,50,18549,,41117,11,2,2023-05-01,35,,1,32920
45599,57502,2023-04-28T18:19:23.369Z,2023-04-28T18:19:24.772Z,,,,2023-04-28,1,30,18550,,41116,3,2,2023-05-03,2,,1,32920
45648,162340,2023-04-29T00:38:38.890Z,2023-04-29T00:38:39.217Z,,,,2023-04-29,1,60,18573,,41154,1,3,2023-05-04,114,,1,33091
45649,,2023-04-29T00:38:38.897Z,2023-04-29T00:38:39.302Z,83687,,,2023-04-29,,60,18573,,41155,11,3,2023-05-02,35,,1,33091
45650,72538,2023-04-30T14:29:00.462Z,2023-04-30T14:29:02.708Z,,,,2023-04-30,4,15,18574,,41163,3,2,2023-04-28,2,,1,
45651,,2023-04-30T14:29:00.472Z,2023-08-25T21:26:33.272Z,47008,,,2023-04-30,,15,18574,,47714,6,2,2023-04-06,35,,1,
45652,,2023-04-30T14:29:00.480Z,2023-08-25T21:26:33.364Z,,29428,,2023-04-30,,15,18574,,47719,9,2,2023-05-02,41,,1,
45653,72538,2023-04-30T14:29:00.523Z,2023-04-30T14:29:02.921Z,,,,2023-04-30,4,28,18575,,41163,3,2,2023-04-28,2,,1,
45654,,2023-04-30T14:29:00.531Z,2023-08-25T21:26:33.508Z,47008,,,2023-04-30,,28,18575,,47714,6,2,2023-04-06,35,,1,
45656,72538,2023-04-30T14:29:00.583Z,2023-04-30T14:29:03.181Z,,,,2023-04-30,4,44,18576,,41163,3,2,2023-04-28,2,,1,
45659,156332,2023-04-30T22:39:10.483Z,2023-04-30T22:39:10.774Z,,,,2023-04-30,1,1000,18577,,41167,3,2,2023-05-08,2,,1,33088
45662,,2023-04-30T22:40:35.788Z,2023-05-01T18:00:41.308Z,83545,,,2023-04-30,,125,18578,,41200,11,7,2023-05-02,35,,1,33096
45660,,2023-04-30T22:39:10.489Z,2023-04-30T22:39:10.875Z,81020,,,2023-04-30,,1000,18577,,41168,6,2,2023-05-04,35,,1,33088
45657,,2023-04-30T14:29:00.591Z,2023-08-25T21:26:33.745Z,47008,,,2023-04-30,,44,18576,,47714,6,2,2023-04-06,35,,1,
45658,,2023-04-30T14:29:00.599Z,2023-08-25T21:26:33.840Z,,29428,,2023-04-30,,44,18576,,47721,9,2,2023-05-02,41,,1,
45655,,2023-04-30T14:29:00.539Z,2023-08-25T21:26:33.598Z,,29428,,2023-04-30,,28,18575,,47720,9,2,2023-05-02,41,,1,
45705,89865,2023-05-01T18:36:57.899Z,2023-05-01T18:36:58.194Z,,,,2023-05-01,1,60,18596,,41208,1,3,2023-05-03,2,,1,33113
45667,162228,2023-05-01T13:51:55.211Z,2023-05-01T13:51:55.607Z,,,,2023-05-01,1,150,18581,,41174,1,3,2023-05-02,2,,1,33082
45696,136030,2023-05-01T17:56:50.870Z,2023-05-01T18:09:27.828Z,,,,2023-05-01,2,240,18592,,41204,10,8,2023-05-04,120,,1,33057
45697,,2023-05-01T17:56:50.877Z,2023-05-01T18:09:27.929Z,78993,,,2023-05-01,,240,18592,,41205,10,8,2023-05-02,121,,1,33057
45664,,2023-05-01T12:41:18.545Z,2023-05-01T12:41:18.545Z,,,,2023-05-01,,60,18579,4,,,,,,,1,33052
45677,162230,2023-05-01T15:22:09.285Z,2023-05-01T15:22:09.793Z,,,,2023-05-01,1,60,18583,,41183,4,7,2023-05-02,2,,2,33085
45663,112164,2023-05-01T12:41:18.537Z,2023-05-01T12:41:18.929Z,,,,2023-05-01,1,60,18579,,41171,3,2,2023-05-02,2,,1,33052
45678,,2023-05-01T15:22:09.291Z,2023-05-01T15:22:09.879Z,83677,,,2023-05-01,,60,18583,,41182,11,7,2023-05-02,35,,2,33085
45680,,2023-05-01T15:36:29.541Z,2023-05-01T15:36:29.541Z,,,,2023-05-01,,120,18584,4,,,,,,,1,33089
45665,159201,2023-05-01T13:39:24.353Z,2023-05-01T13:39:24.685Z,,,,2023-05-01,1,60,18580,,41172,4,7,2023-05-02,2,,1,33034
